batch,score,loss,loss_v
15233,-32,2.0694213,59.920937
15234,-50,-3.4594193,78.372215
15235,-22,2.1502423,45.24426
15236,-28,1.3538707,22.501308
15237,-50,-4.40917,78.913765
15238,-18,3.1806808,127.8427
15239,-20,-2.3741534,49.85798
15240,-24,2.6913369,38.414463
15241,6,0.30524555,23.400122
15242,-30,4.299006,98.60318
15243,-12,1.3852482,34.81578
15244,-26,1.8855299,21.186977
15245,-50,-1.4378743,34.91477
15246,-36,0.8985079,26.325926
15247,-10,3.4856699,178.71617
15248,-50,-3.8130116,78.81239
15249,-50,-1.3983964,32.301735
15250,-50,-3.1540482,68.41899
15251,-50,-2.5798836,74.09512
15252,-50,-1.7615414,46.176743
15253,-28,-0.22269705,14.492223
15254,-20,4.0801845,79.85211
15255,-18,1.3549559,19.244057
15256,-50,-5.1371326,79.147285
15257,-34,-3.7631776,86.830414
15258,-50,-2.9764066,73.00738
15259,14,4.3387737,145.46288
15260,-32,-2.1465015,43.571903
15261,-50,-0.20404603,16.76093
15262,-26,4.306706,69.71792
15263,-50,-3.8594356,72.84892
15264,-28,-3.3504543,60.229248
15265,-26,-0.02502374,5.897652
15266,-30,-0.91522175,13.911024
15267,-36,-1.9992924,21.180052
15268,-42,1.4308307,14.230634
15269,-50,-0.5297323,16.713718
15270,-50,-4.0690646,78.989655
15271,-46,0.45325586,6.3129716
15272,-32,3.1870813,43.608963
15273,-36,1.2451552,14.214527
15274,-50,-3.607941,69.56009
15275,-28,0.26673064,16.483635
15276,-20,-0.27628666,2.6443088
15277,-24,3.454837,56.44004
15278,-32,3.2917707,47.318382
15279,-28,-1.0041938,8.597396
15280,-30,-3.1891167,83.78311
15281,-32,1.4357598,36.325645
15282,-42,-0.24948616,12.58609
15283,-50,-0.19265975,18.834171
15284,-28,1.6447362,35.913406
15285,-34,-2.7564013,46.85392
15286,-50,0.19037773,21.083513
15287,-22,2.1306915,36.949543
15288,-50,-4.27094,80.69601
15289,-50,0.59653884,21.2849
15290,-30,-0.042035494,8.257173
15291,-40,0.42364165,10.9275
15292,-50,-2.265916,35.70721
15293,-50,0.3419882,18.211624
15294,-36,-3.6193218,79.37975
15295,-50,-0.9838676,8.990347
15296,-38,0.3769624,14.007301
15297,-28,1.2410232,16.830286
15298,-32,-3.0381024,62.88267
15299,-32,0.3425886,10.696249
15300,-50,-3.3752081,83.67003
15301,-50,-3.1348834,69.42619
15302,-26,4.9108496,105.04914
15303,-26,4.502227,116.97421
15304,-50,-2.0809283,43.624767
15305,-26,2.1465425,31.73693
15306,14,4.0455236,160.44833
15307,-24,5.195549,114.71142
15308,-50,-3.4273372,76.13381
15309,-50,-4.969005,82.861176
15310,-50,-4.476604,79.40012
15311,-38,-2.6247113,37.20722
15312,-26,1.2574332,14.491039
15313,-32,0.69934547,17.13997
15314,-50,-2.4816544,56.32807
15315,-50,-2.7101827,78.67912
15316,-40,-3.0659242,64.1665
15317,-50,-0.3057249,16.179047
15318,-42,-2.4614441,41.66208
15319,-30,-0.0039497786,4.641701
15320,-50,-4.020353,78.155754
15321,-22,1.807057,12.48399
15322,-28,-0.2872751,6.3562202
15323,-28,-0.5801479,4.9998717
15324,-50,-3.5469398,66.295074
15325,-50,-4.6269736,78.3993
15326,-40,-3.087704,39.609516
15327,-50,0.08302325,15.166496
15328,-40,-0.1473102,5.2349067
15329,-30,-0.8083214,29.088203
15330,-32,1.8298224,36.704018
15331,-24,-0.54609954,5.0352736
15332,-16,-2.0111291,47.224174
15333,-50,-3.4361362,68.6781
15334,-50,-0.920891,16.048737
15335,-10,4.7942677,165.61705
15336,-30,3.299829,104.87581
15337,-36,3.3842897,95.34678
15338,-50,-2.4773052,72.78442
15339,-50,-0.93931854,27.457346
15340,-32,0.95863855,16.514404
15341,-18,1.9952121,44.64584
15342,-36,-0.425837,16.424408
15343,14,8.447162,554.6475
15344,-28,3.7375097,82.96198
15345,-50,-0.5605073,11.258383
15346,-32,3.7914214,69.481544
15347,-50,-0.19722573,12.432318
15348,-36,-5.6984158,129.28883
15349,-50,-1.12873,20.331192
15350,-50,0.047351785,5.5096874
15351,-50,-2.1180298,37.229923
15352,-50,-4.171214,80.65156
15353,-38,-4.2510815,80.32036
15354,-32,2.0054898,34.66448
15355,-26,0.18883687,4.0383925
15356,-50,-1.3421375,25.634398
15357,-38,-1.2349532,18.81437
15358,-50,-2.5759714,46.341953
15359,-50,-4.84659,78.21045
15360,-18,2.0090892,19.757574
15361,-40,-4.1139,211.08672
15362,-42,-1.2615697,16.885553
15363,-50,0.16283265,13.583203
15364,-28,-3.253095,33.050716
15365,-50,-0.12199203,9.493272
15366,-30,2.391249,68.869896
15367,-22,1.2436389,19.264545
15368,-30,1.4067975,30.197168
15369,-50,-1.0973731,30.319893
15370,-50,-2.9591393,51.093918
15371,-28,0.6860888,15.84621
15372,-4,3.2924433,130.80098
15373,-18,-1.2900047,13.351323
15374,-50,-5.1207232,78.713684
15375,-24,3.0493288,109.36752
15376,-50,0.5355666,16.029951
15377,-50,-1.1532507,20.930998
15378,-50,-3.5588617,71.93603
15379,-50,-0.81650937,21.247019
15380,-50,-0.013421115,9.064295
15381,-50,-3.577647,98.41457
15382,-50,-1.573571,22.827375
15383,-50,-2.1164794,77.22125
15384,-42,0.8190964,9.558889
15385,0,1.8595426,37.213707
15386,-26,0.6349275,7.705388
15387,-28,0.84697,18.454037
15388,-50,-2.5425527,46.73078
15389,-50,-0.43731156,12.85371
15390,-32,-0.025401862,16.884636
15391,-38,-1.7134609,11.769954
15392,-36,-2.8653722,105.79408
15393,-50,-0.73791885,16.424034
15394,-38,0.29010817,27.272722
15395,-26,0.98863417,13.261497
15396,-32,3.5435505,60.083115
15397,-50,-1.3376669,29.401165
15398,-26,0.1900156,7.553
15399,-50,-0.8648871,16.894455
15400,-50,-2.45157,36.255898
15401,-50,-0.9542281,10.77227
15402,-24,3.186,98.87301
15403,-50,-3.2031496,74.74578
15404,-24,0.106594056,6.8576355
15405,-50,-2.9746811,75.69109
15406,-50,-1.5091836,23.197182
15407,-50,-1.3284773,24.537903
15408,-42,-2.7376456,59.755978
15409,-50,-3.220078,70.34092
15410,-50,-3.0688639,78.5431
15411,-50,-0.08024792,3.5580475
15412,-26,1.6552123,24.429209
15413,-36,-0.85913837,8.80917
15414,-28,-0.060590062,5.4990582
15415,-30,-3.010014,38.32936
15416,-34,-1.5625261,43.59434
15417,-50,-3.5722435,75.81427
15418,-22,-0.30470884,4.457002
15419,-50,-1.8534719,41.8084
15420,-50,-0.91211915,7.9466457
15421,-50,-2.12604,41.20369
15422,-50,-3.1132214,76.70444
15423,-50,-0.48969662,7.4198084
15424,-34,-0.14974643,32.832077
15425,-50,-2.6651435,49.831818
15426,-42,-4.5646524,167.34116
15427,-50,-2.1803823,34.650112
15428,-38,-0.82591367,6.8480444
15429,-12,1.09924,21.456337
15430,-28,4.5137286,105.75858
15431,-50,-3.0785124,46.29647
15432,-50,-3.4096112,63.073517
15433,-50,-2.9237897,62.69169
15434,0,1.978401,42.1027
15435,-30,4.390437,86.89215
15436,-34,-0.7271312,4.8933516
15437,-42,-2.7665277,63.440376
15438,-50,-5.0149965,78.12419
15439,-10,1.5998794,54.94137
15440,-26,2.9993556,66.957634
15441,-50,-2.1751542,37.81624
15442,-50,-3.3011847,71.78196
15443,-26,5.682633,96.16153
15444,-50,-1.4486496,30.30346
15445,-50,-3.1904435,76.77104
15446,-14,0.16539936,12.48329
15447,-24,0.97863525,6.8866215
15448,-50,-1.3132365,26.694668
15449,-50,-3.8731418,77.688354
15450,-50,-1.8414012,48.83104
15451,-50,-2.3551428,42.322
15452,-50,-2.7770095,56.47309
15453,-50,-3.684473,77.992256
15454,-50,-2.1897907,74.464554
15455,-46,0.01896365,4.8637557
15456,-16,2.528802,39.522495
15457,-40,0.60538447,13.253587
15458,0,0.5847961,13.536513
15459,2,3.9256437,130.03984
15460,-22,4.267975,92.59499
15461,-50,-2.57844,66.60865
15462,-8,3.8699403,127.75207
15463,-50,-2.6700509,64.55722
15464,-28,0.17734681,30.127779
15465,-12,2.7066336,69.28044
15466,-32,1.8391516,29.623928
15467,-50,-3.5457864,69.068634
15468,-26,0.8525825,8.688722
15469,-50,-3.0720754,75.13587
15470,-10,0.98578435,20.722933
15471,-20,1.053765,22.232405
15472,-50,-0.65914446,14.432072
15473,-50,-2.969711,68.642166
15474,0,5.057595,308.89096
15475,-50,-3.295448,71.97774
15476,-22,0.81742686,7.761362
15477,-26,2.6272087,50.726925
15478,-20,-0.65966636,9.284158
15479,-32,-0.98683476,9.509253
15480,-30,0.7944487,9.323265
15481,-24,1.1575501,17.739254
15482,-50,-1.4068365,23.481617
15483,-50,-0.23595332,12.984688
15484,-24,1.6078764,33.44286
15485,-18,-0.9645366,8.888134
15486,-30,-1.6662918,42.20407
15487,-28,8.535204,251.74059
15488,-28,-1.4280317,20.088268
15489,-34,-1.6595137,24.000072
15490,-28,2.476305,31.583485
15491,-50,-0.7828043,16.524944
15492,-50,-0.7124126,9.989302
15493,-14,0.04405799,6.721758
15494,-40,0.46395868,10.973641
15495,-50,-3.6376462,72.63938
15496,-24,-0.7682319,28.86068
15497,-50,-2.3829293,77.00481
15498,-30,4.60243,163.04599
15499,-30,0.5737877,9.046881
15500,-50,-3.3992138,74.38373
15501,-26,-1.164804,40.35358
15502,14,5.931286,295.74487
15503,-32,4.5777316,115.11224
15504,-50,-3.8726082,62.536015
15505,-50,-0.4771603,11.335735
15506,-28,4.378729,163.59673
15507,-50,-2.4416919,67.20286
15508,-18,1.5299448,48.899124
15509,-50,-0.3491346,11.997943
15510,-50,-3.5246222,75.76802
15511,-50,-1.2027208,21.629066
15512,-32,-1.82123,22.079117
15513,-38,0.42337802,7.7276335
15514,-50,-3.3241858,61.95949
15515,-22,1.3422713,35.290466
15516,-44,-0.08385469,9.381067
15517,-46,-3.6076329,136.92639
15518,-28,4.7204027,126.62309
15519,-42,-5.327556,153.72562
15520,-34,-1.6764733,36.111618
15521,-50,0.16916116,5.866407
15522,-32,-5.6114507,106.608826
15523,-30,5.9522986,142.96193
15524,-18,-2.7832334,64.252846
15525,-18,-0.7614365,7.866603
15526,-26,-1.8556288,19.858986
15527,-26,0.23741592,10.22541
15528,-28,-1.3039773,12.655042
15529,-50,-2.9108176,56.43793
15530,-50,0.045385707,6.8392787
15531,-50,-1.855657,45.145275
15532,-20,-1.4687816,27.915268
15533,-28,0.9799728,21.45834
15534,-8,2.752097,145.36545
15535,-24,0.44914985,5.3568296
15536,-28,-1.7283049,14.932479
15537,-22,1.94588,30.021355
15538,-38,0.559435,30.2044
15539,-20,-1.1384499,12.031228
15540,-50,-2.1421278,44.66628
15541,-22,0.44169468,14.610832
15542,-50,-0.77432406,13.055764
15543,-18,2.176906,59.18132
15544,-36,-3.8539948,133.24753
15545,-8,-0.70124114,12.881024
15546,-28,2.070688,52.632336
15547,-18,-2.466671,72.843185
15548,-28,-1.3412411,14.3397665
15549,-28,2.2500043,42.852997
15550,-30,0.45880118,2.8213563
15551,-12,0.03844843,2.677484
15552,-50,-0.4959123,15.263812
15553,-50,-5.005369,87.70378
15554,-36,-0.14983793,7.346884
15555,-30,1.9512156,31.73523
15556,-50,-0.23584807,9.341034
15557,-44,-2.0273044,37.75982
15558,-50,-3.8407078,73.317184
15559,-50,-0.67437345,20.387962
15560,-24,0.19648768,4.0449176
15561,-32,-0.5843792,28.764524
15562,-32,-0.8480036,10.932373
15563,-50,-0.9888999,26.076
15564,-34,-0.045272868,3.5870674
15565,-50,-3.872032,75.54129
15566,-28,1.2928824,21.941763
15567,-50,-1.1769655,14.390495
15568,-50,-0.3024441,8.678542
15569,-50,-0.5057986,10.66588
15570,-44,-1.3828166,17.777319
15571,-26,1.6766443,15.951047
15572,-32,1.5264802,34.083313
15573,-8,1.8279629,56.893986
15574,-30,-0.84429413,33.36463
15575,-24,1.600611,16.735682
15576,-20,3.1067517,57.115524
15577,-26,-0.19875531,4.305208
15578,-50,-2.9292743,74.073425
15579,-16,1.0592135,18.231838
15580,-24,0.3611968,11.408719
15581,-22,0.13091347,4.178145
15582,-28,1.3193206,15.191401
15583,-6,0.43981254,6.270066
15584,-50,-2.2094405,77.70021
15585,-34,-0.2009138,15.893815
15586,-48,-0.6270114,9.391096
15587,-28,2.0534058,37.20428
15588,-42,0.23235764,3.5653467
15589,-50,-3.0045161,72.83638
15590,-28,-1.9391398,19.492153
15591,-50,-3.5096402,75.9248
15592,-22,-0.30040196,3.648212
15593,-44,0.037103653,3.8923228
15594,-32,1.0135256,12.684236
15595,-50,-2.0615544,64.10325
15596,-50,-3.3546646,68.19107
15597,-28,1.675884,12.40441
15598,-20,1.1755961,21.278759
15599,-30,2.5439086,36.703205
15600,-26,-0.13977803,8.038996
15601,-32,-1.0477611,19.959784
15602,-22,0.28563932,13.60422
15603,-18,2.2965035,47.90719
15604,-50,-3.5313504,79.006004
15605,-20,0.24967647,2.8871431
15606,-50,-3.0044394,56.9877
15607,-12,1.3577738,23.913052
15608,-50,-2.2828763,50.49006
15609,-16,2.9348056,45.98807
15610,-50,-3.8305726,73.58991
15611,-50,-0.47296447,14.641238
15612,-24,-1.0925294,14.595562
15613,-50,-2.0575278,27.813698
15614,-50,-0.75378984,13.424021
15615,-50,-2.4107976,75.18327
15616,-44,-2.056584,38.84422
15617,-50,-3.3009508,52.573467
15618,-30,1.5822464,16.823261
15619,-48,-1.985141,36.7728
15620,4,3.1053765,81.32187
15621,-24,0.16040912,10.474374
15622,-50,-0.6863995,9.127976
15623,-28,1.9605792,26.720848
15624,-8,2.9738066,99.157364
15625,-50,-2.7038374,74.697586
15626,-50,-2.1945953,52.340996
15627,-22,1.2426205,17.564856
15628,-36,3.54732,57.92071
15629,-22,2.3934264,45.190845
15630,-50,-3.9613364,77.46545
15631,-50,-4.592964,77.42427
15632,-18,1.8770822,49.32233
15633,-32,-2.8167493,74.00142
15634,-26,-0.39861643,8.163656
15635,-50,-1.2327338,14.407684
15636,-28,4.808003,109.06821
15637,-50,-1.2121084,18.709684
15638,-50,-4.1280723,76.58645
15639,-28,0.68790305,16.299847
15640,-30,0.82216847,30.359793
15641,-34,-0.1151873,18.303883
15642,-34,0.5489032,9.046824
15643,-50,-4.3830566,75.16657
15644,-50,1.0154084,18.60854
15645,-28,-1.6460973,18.233131
15646,-20,1.5826786,19.07774
15647,-20,1.0484841,14.955976
15648,-26,3.9707868,84.8879
15649,-50,-0.5925297,12.36387
15650,-26,3.8456843,86.71683
15651,-18,0.74384207,3.8508778
15652,-50,-1.5958495,19.46083
15653,-50,-0.744274,10.694584
15654,-50,-3.9563453,75.60152
15655,-50,-2.4037173,61.258263
15656,-28,-0.17077118,9.896507
15657,-50,-2.0448651,41.631237
15658,-28,-3.1271794,56.4605
15659,-50,-2.6905742,62.68843
15660,-50,0.29870713,11.969814
15661,-30,-2.6792428,49.351437
15662,-32,-1.0191226,20.492134
15663,-50,-4.2244377,73.176735
15664,-24,-0.053975098,3.2228043
15665,-50,0.32532063,4.604029
15666,-16,1.2166888,22.76606
15667,-16,-1.3712418,23.427664
15668,-22,-0.50665283,7.809219
15669,-28,-0.88588476,15.8670435
15670,-24,4.1858764,106.84864
15671,-24,-0.0011918421,3.0374496
15672,-50,-3.390702,58.981148
15673,-18,-2.150563,21.903305
15674,-24,2.2858205,25.177786
15675,-50,-3.8016255,61.128372
15676,-26,3.4920535,73.14774
15677,-50,-1.8995677,40.522778
15678,-24,2.0897846,32.154396
15679,-34,0.61164284,11.744922
15680,-40,0.6668319,18.46131
15681,-24,-0.05303349,5.2902074
15682,-38,-0.67594665,9.979232
15683,-50,-2.979823,72.69126
15684,-26,0.26324672,3.630361
15685,-12,1.3965565,35.959385
15686,-22,2.046585,29.69963
15687,-14,-0.6074984,7.8511205
15688,-28,-0.44505283,4.8685374
15689,-42,-0.07587393,3.6266522
15690,-50,0.5494715,10.707126
15691,-38,-0.41551673,3.4054136
15692,-26,2.138373,25.033997
15693,-50,-0.6058168,10.945985
15694,-50,-1.9651617,24.711054
15695,-30,1.8744991,30.398138
15696,-14,0.9732752,19.936142
15697,-30,2.2413642,52.329357
15698,-50,1.3211564,15.682467
15699,4,0.3064102,25.12409
15700,-50,-1.6455172,47.09413
15701,-18,0.25673094,2.0053623
15702,-28,2.3317456,40.864525
15703,-18,0.5363612,6.7005253
15704,-50,0.098993644,4.8107347
15705,-34,-5.694876,133.30327
15706,-50,-1.8000427,34.56843
15707,-38,-1.261618,12.8765135
15708,-50,-3.9992988,77.30919
15709,-18,1.8587543,23.655912
15710,-46,-1.12505,10.872141
15711,-50,-0.4733866,6.9028664
15712,-50,-3.2199445,72.253624
15713,-50,-3.8099425,82.69402
15714,-46,-1.2385676,12.583401
15715,-2,3.259092,138.77644
15716,-50,-3.427784,74.72729
15717,-28,3.2901058,63.69583
15718,-50,-1.2125626,20.823736
15719,-46,-2.7015936,40.68184
15720,-22,0.30702803,5.2654924
15721,-18,1.2301459,9.638412
15722,-12,-0.021928573,7.4601097
15723,-50,-2.2814782,35.29703
15724,-50,-3.3765461,59.46045
15725,-50,-2.467578,57.374393
15726,-50,-2.4614842,53.183296
15727,-24,0.53301203,7.7416286
15728,-22,2.565414,61.378574
15729,-16,1.0534704,16.774714
15730,-26,0.46335298,9.152087
15731,-50,0.1077691,4.3400507
15732,-50,-2.940865,44.954937
15733,-14,-0.4338567,7.167676
15734,-46,-0.38214505,9.4195
15735,-12,-1.498681,24.553282
15736,-50,-4.216318,73.83155
15737,-44,0.14172103,7.938745
15738,-26,1.63934,36.884415
15739,-50,-3.4595878,62.72423
15740,-50,-0.4601462,5.58515
15741,-22,0.12583095,7.6900206
15742,-50,0.13592604,6.7980833
15743,-6,1.2499691,31.226465
15744,-22,0.36662313,8.002438
15745,-50,-0.07513124,2.8977914
15746,-28,0.74510866,12.371101
15747,-50,0.4320944,8.165433
15748,-50,-3.3412468,65.42394
15749,-50,-0.7277037,37.826256
15750,-50,-2.7578685,57.943005
15751,-50,-0.108958066,2.5682483
15752,-28,0.92686135,21.352488
15753,-50,0.06848513,4.337176
15754,-30,-0.29950818,3.909478
15755,-32,0.74978083,11.619338
15756,-50,-2.1136165,69.666794
15757,-24,0.13508345,6.343111
15758,-50,0.8783138,15.486015
15759,-34,0.6896708,11.829734
15760,-50,1.1775037,23.258661
15761,-30,-1.8553008,38.624657
15762,14,2.3636613,93.79006
15763,-50,-2.4953113,34.755245
15764,-50,-1.9783094,64.65161
15765,-20,1.8655391,37.12778
15766,-30,-2.0728002,21.881908
15767,-34,-2.4008396,116.63494
15768,-28,-1.476196,34.974236
15769,-40,-0.72850347,4.856318
15770,-50,-2.8249235,64.76377
15771,-26,0.24978286,5.287399
15772,-28,2.7603087,99.518906
15773,-16,2.0639286,77.55916
15774,-36,-5.0473423,207.81984
15775,-22,1.2905471,25.062328
15776,-48,0.18222137,4.419564
15777,-30,0.09306618,6.8986316
15778,-50,-0.91454405,9.397603
15779,-34,-2.7916107,43.750854
15780,-30,-1.5310414,20.158205
15781,-50,-2.33512,66.95287
15782,-24,-0.6707908,7.0048714
15783,-30,1.8675795,48.797813
15784,-50,1.2762281,24.144629
15785,-34,2.8518515,83.35756
15786,-34,2.3525465,65.44471
15787,-50,1.2062222,20.095789
15788,-40,-2.101885,58.765892
15789,-22,-0.69472444,5.2492876
15790,-32,-1.2781546,42.579453
15791,-20,1.1227285,46.098
15792,-26,-0.051615056,10.067472
15793,-30,2.6795535,149.05687
15794,-30,0.41232362,7.1571865
15795,-32,-2.334145,71.687416
15796,-4,-1.668501,69.73376
15797,-26,2.1863408,35.281857
15798,-30,0.1508909,7.8059707
15799,-50,0.123740025,2.2781844
15800,-50,-2.0844033,66.14841
15801,-32,0.36360052,21.73927
15802,-50,-2.3167877,73.00829
15803,-44,-2.9970675,165.27364
15804,-22,1.2544891,13.282775
15805,-50,0.54002064,22.610237
15806,-30,-2.1818337,68.75674
15807,-50,0.51615614,10.242271
15808,-50,0.8154439,17.654144
15809,-6,-0.9907871,55.19026
15810,-32,-2.4511678,79.35336
15811,-50,-1.1573683,35.683685
15812,-36,-2.4764087,63.434437
15813,-30,-1.8215219,44.121597
15814,-50,-1.2363735,24.190248
15815,-30,-2.2392018,63.9729
15816,-10,0.25049505,3.6153705
15817,-50,-4.3848524,72.71135
15818,-50,0.55239165,12.33285
15819,-4,1.0167671,29.207603
15820,-50,-1.1851404,26.05435
15821,-50,-2.5376089,70.025444
15822,-38,0.23085625,27.56256
15823,-18,0.4988242,15.773569
15824,-28,1.3811021,20.347395
15825,-18,-0.6061452,4.3723907
15826,-30,2.3645751,91.86171
15827,-50,0.7921568,16.853539
15828,-22,0.7014105,14.460052
15829,-24,-0.038033992,1.4634496
15830,-40,0.0396119,12.910145
15831,-50,-0.9964876,36.78204
15832,-38,-3.4899735,66.70251
15833,-38,-0.5550623,9.46008
15834,-14,2.742521,140.03432
15835,-34,0.35143635,35.95435
15836,-26,2.270394,49.028202
15837,-40,-0.56602585,26.6391
15838,-26,-1.3870933,25.341639
15839,-50,-1.7035125,56.327003
15840,-50,-1.0844998,20.114021
15841,-50,0.1561021,8.114549
15842,-4,2.998983,149.08546
15843,-50,-0.9371377,20.915956
15844,-50,-1.41941,25.351885
15845,-36,0.45629302,13.418585
15846,0,1.6002663,59.500656
15847,-12,-0.20648041,3.368262
15848,-32,-1.0616679,19.047165
15849,-40,0.08209434,7.722151
15850,-50,-1.0660435,27.902979
15851,-50,-3.7766352,61.68689
15852,-22,0.5735987,12.234988
15853,-50,-0.938351,14.770206
15854,-26,-0.5593492,8.89738
15855,-26,1.4920592,24.246092
15856,-44,-0.13776338,5.986529
15857,-50,-4.316761,78.6926
15858,-50,-1.9150617,29.287247
15859,-34,0.34873882,6.8022547
15860,-50,-2.7221186,55.57061
15861,-26,-0.19446458,2.0917783
15862,-18,-1.9723877,20.448942
15863,-24,0.61801946,7.726658
15864,2,-1.0048091,59.898487
15865,-50,-1.5629723,68.58739
15866,-22,3.2035599,107.68698
15867,-50,0.5764762,12.035487
15868,-50,-4.704989,76.40638
15869,-50,-0.2903111,3.366541
15870,-14,-0.027615378,3.2748501
15871,-50,-2.8187904,71.41901
15872,-50,0.11265671,3.631557
15873,-50,-2.864695,71.97779
15874,-50,-2.7103484,46.791405
15875,-28,-0.98323596,10.75661
15876,-50,0.016767312,3.66596
15877,-40,-2.4274304,116.09133
15878,-40,-0.20202082,6.165462
15879,-28,-0.829536,15.5282955
15880,-50,-2.3022406,72.21584
15881,-50,-0.71507514,9.251867
15882,-32,0.20103411,13.065416
15883,-50,-0.4124018,9.659375
15884,-24,-0.43729374,3.6795394
15885,-38,-1.3011346,30.89406
15886,-30,-0.33363116,16.28424
15887,-22,-0.5281123,7.0666633
15888,-30,-0.49514952,8.7576685
15889,-24,-1.1651452,15.866307
15890,-24,0.40363938,14.677859
15891,-50,-3.2881231,73.38335
15892,-34,3.2134647,90.2488
15893,-26,1.0602878,35.61796
15894,-24,0.051460896,18.148493
15895,4,0.8644591,35.329765
15896,-50,-2.0325458,62.92809
15897,-16,0.23268877,5.5071507
15898,-20,0.5678854,10.004047
15899,-18,2.2510693,96.01696
15900,-40,0.7855577,29.217947
15901,-48,-4.4855027,221.07236
15902,-50,-1.916174,54.299034
15903,-40,0.6420887,11.34797
15904,-34,3.0690227,76.43259
15905,-24,1.1842551,27.713257
15906,-20,0.12191652,1.3956326
15907,-50,-3.2166548,72.09486
15908,-30,1.4760368,34.733925
15909,-22,3.1677952,37.82842
15910,-30,-0.14437793,24.683155
15911,-42,-0.4645948,7.162887
15912,-50,-1.3011527,34.627373
15913,-50,-0.55006087,8.150972
15914,-20,2.5686736,27.738455
15915,-30,1.6022172,37.91104
15916,-50,-1.6403053,46.769093
15917,-50,-0.376552,7.6877813
15918,-6,1.2533664,12.211082
15919,-20,0.65329206,10.610603
15920,-8,0.4332098,4.4700527
15921,-50,0.41028032,9.810718
15922,-22,2.106113,28.025213
15923,-50,-1.2481664,15.076583
15924,-44,-2.084621,57.8761
15925,-50,-2.6093788,56.89373
15926,-46,-1.8933727,42.063545
15927,-24,1.8989747,24.783558
15928,-42,-1.566966,28.34636
15929,-50,-3.0035157,44.39165
15930,-50,-0.12719737,11.063145
15931,-42,-3.7194047,110.15505
15932,-10,0.5916196,19.284027
15933,-20,0.17648466,2.5890949
15934,-50,-1.9057766,61.45222
15935,-50,-2.2745454,67.531944
15936,-50,-2.4236803,48.94497
15937,-16,-0.18726294,1.9558017
15938,-50,-5.1665025,159.73697
15939,-50,-2.9170399,153.14995
15940,-50,-3.1593966,79.176285
15941,-32,-0.1993662,17.885378
15942,-50,-2.167183,32.274715
15943,-22,-0.5913908,6.731796
15944,-50,-4.3708076,75.993484
15945,-50,-3.7931445,181.3637
15946,-50,-4.242518,125.579315
15947,-50,-3.3110926,68.569336
15948,-50,-2.6653638,72.134445
15949,-32,2.1108272,47.168713
15950,-50,-3.3789887,72.20713
15951,-50,-2.705945,58.238544
15952,-8,-2.667358,66.029274
15953,-18,2.2911284,76.14507
15954,4,4.0782804,149.1704
15955,-24,2.840153,79.74938
15956,-50,-1.6562219,45.408222
15957,-12,0.073441096,20.116434
15958,-50,-6.970227,128.4102
15959,-50,-2.6946757,72.78647
15960,-44,-0.04789945,4.697148
15961,-50,-2.4331417,40.152794
15962,-28,2.4118278,113.74191
15963,-8,0.3839238,44.722466
15964,-50,-0.6243017,12.06792
15965,-50,-1.6691475,46.50837
15966,-50,-0.9672235,22.131086
15967,-18,1.0715115,32.025196
15968,-40,-0.5263431,11.422251
15969,-50,-2.564001,63.185116
15970,6,1.7774396,93.46896
15971,-50,-3.026217,54.657173
15972,-50,-1.1423919,58.55954
15973,-50,-1.9402052,35.044994
15974,-22,3.4193375,118.32027
15975,-22,2.2703218,51.060715
15976,-50,-1.0434722,45.814518
15977,-14,1.1654899,27.96196
15978,-50,-0.5707532,14.754216
15979,-50,-1.317034,28.052856
15980,-28,4.075934,107.83002
15981,-24,0.21976657,6.9458766
15982,-50,-3.3455038,64.101265
15983,-30,-1.4764161,53.574932
15984,-28,2.5414438,90.98025
15985,-30,1.3373364,26.128792
15986,-50,-2.7816308,75.23008
15987,6,1.756194,60.089848
15988,-22,1.4869938,44.82956
15989,-8,2.5497594,85.4181
15990,-36,-1.6073015,32.46117
15991,-26,1.7270025,39.522232
15992,-26,0.99690515,16.34577
15993,-24,0.5280628,5.609076
15994,-50,-1.6425809,36.039093
15995,-50,0.27338287,12.830367
15996,-16,1.5299268,58.855087
15997,-50,-3.4340703,70.44309
15998,-6,0.14579493,6.4147267
15999,-50,-0.11991499,14.591809
16000,-50,-2.2439058,56.583126
16001,-30,1.3522624,26.635178
16002,-24,0.3854194,4.364894
16003,-20,0.6098994,13.849004
16004,-24,1.6230754,29.987238
16005,-50,-1.3393707,24.23391
16006,-50,-1.9008135,67.36505
16007,-50,-2.4177125,75.48464
16008,-50,-1.9776076,46.67003
16009,-22,1.0419075,20.435646
16010,-26,-0.07225583,4.1057115
16011,-22,1.2748607,17.66144
16012,-50,0.33743477,14.404052
16013,-24,2.506839,113.67712
16014,-50,-0.049113788,12.83882
16015,-14,0.8131634,15.907781
16016,-38,-0.6458272,14.17964
16017,-50,-0.21948792,9.568894
16018,-50,-0.6507686,15.086613
16019,-50,0.40042365,8.55242
16020,-50,-0.7428254,25.473902
16021,-22,1.2117001,49.962082
16022,-44,-1.1415431,24.097145
16023,-50,-0.13360237,12.615933
16024,-50,-1.7143459,60.692802
16025,-10,2.648841,101.62056
16026,-36,-1.6758773,38.325626
16027,-50,0.82013947,12.056145
16028,-12,1.0815363,63.504066
16029,-50,0.18162328,4.8618617
16030,-50,0.65090877,21.555393
16031,-50,-0.18312548,12.016615
