batch,score,loss,loss_v
8934,-50,-4.1942916,171.5982
8935,-50,-6.0775657,171.57193
8936,10,6.10268,477.43445
8937,-50,-2.5823863,171.52573
8938,-50,-4.5284886,171.50523
8939,-36,-0.5316551,37.031647
8940,-50,-3.8151286,171.46101
8941,-4,2.3539147,94.85279
8942,-50,-5.8736396,171.41937
8943,-50,-5.7801065,171.39796
8944,-50,-1.9639004,171.37477
8945,-50,-2.2102425,171.34952
8946,-2,4.107749,138.91579
8947,-24,0.081556834,29.63182
8948,-24,-0.0019821667,23.60194
8949,-24,1.2888392,24.434515
8950,-30,-4.2282395,114.4261
8951,-20,1.1367315,39.95163
8952,-8,0.66336554,27.41627
8953,-50,-6.193421,171.21147
8954,-50,-3.1418166,171.19658
8955,-50,-4.876439,171.1788
8956,12,3.0526917,192.56433
8957,-50,-3.7834852,171.14476
8958,-46,-4.5422287,109.66238
8959,-50,-3.7751882,171.10925
8960,-50,-4.1789527,171.08812
8961,-50,-6.2619634,171.0646
8962,-50,-3.3263462,171.03893
8963,-50,-4.9163914,171.0115
8964,-50,-3.8339384,170.98254
8965,-48,-5.227095,146.60678
8966,-50,-3.3630793,170.9198
8967,-50,-5.726639,170.8875
8968,-50,-4.9798217,170.85307
8969,-30,-0.38469896,11.797036
8970,-24,-0.61457324,12.874114
8971,-50,-3.912859,170.75623
8972,-24,-0.12810025,23.987722
8973,-28,-0.22662954,19.89166
8974,-14,0.20021169,18.320675
8975,-50,-1.2088022,170.64975
8976,-50,-4.0243917,170.62502
8977,-20,-0.54119813,15.280819
8978,-8,5.0960217,183.32074
8979,-50,-1.243484,170.55559
8980,-50,-5.83931,170.53471
8981,-50,-3.0903366,170.51186
8982,-14,-1.3114362,46.80975
8983,-20,-0.48994413,14.245101
8984,-26,-0.60366184,17.996252
8985,-50,-5.0838275,170.4191
8986,-26,0.14412706,14.645787
8987,-28,0.35739788,11.553929
8988,-20,-0.33124408,16.434772
8989,-50,-3.7587008,170.33954
8990,-50,-2.728272,170.31996
8991,-50,-4.37602,170.29756
8992,-8,1.095725,44.125866
8993,-34,-3.2320101,89.69626
8994,-50,-1.9117178,170.23207
8995,-40,-2.2615907,68.317184
8996,-50,-3.419007,170.18439
8997,-12,-1.6097064,58.52297
8998,-50,-1.2330023,170.13345
8999,-50,-1.1646026,170.10664
9000,-30,-1.7169346,54.648205
9001,-50,-1.2693623,170.04968
9002,-50,-2.1424315,170.01973
9003,-4,0.27722973,48.480556
9004,-50,-4.310463,169.96071
9005,-50,-5.347451,169.93114
9006,-16,-0.19133385,13.761959
9007,-50,-4.9233117,169.87157
9008,-50,-4.6989393,169.84201
9009,-22,0.49524042,38.920753
9010,-50,-4.9228663,169.78305
9011,-46,-3.0762265,124.60557
9012,-50,-5.2411184,169.72452
9013,-6,1.187744,69.64113
9014,-50,-1.2913556,169.66687
9015,-18,1.3202599,66.88192
9016,-50,-2.0453053,169.6155
9017,-16,-0.8405629,28.692642
9018,-26,-1.6126748,29.76477
9019,-50,-2.6599443,169.54187
9020,-12,1.691252,92.16257
9021,-14,0.2601092,22.623074
9022,-50,-3.3447897,169.47717
9023,-24,-2.5914512,40.90826
9024,-50,-3.0201032,169.43588
9025,-50,-3.3731413,169.41264
9026,-26,-1.696842,36.709137
9027,-50,-2.9077048,169.36252
9028,-50,-3.0519583,169.33575
9029,-26,-0.20078799,24.826914
9030,-50,-1.9214916,169.28137
9031,-50,-3.5778012,169.2536
9032,-50,-2.042588,169.22424
9033,-40,-3.9128766,78.28005
9034,-50,-5.0586796,169.16238
9035,-50,-4.3928494,169.1303
9036,-18,1.0628257,67.136116
9037,-42,-2.2295747,66.89979
9038,-50,-3.0533755,169.04071
9039,-50,-1.2866797,169.01118
9040,-50,-4.397439,168.9804
9041,-50,-3.169789,168.9482
9042,-50,-5.323858,168.91446
9043,-30,0.50965583,50.97173
9044,-36,-2.2010267,61.56158
9045,-20,-0.68402666,17.763124
9046,-50,-3.5448778,168.7938
9047,-50,-1.2645396,168.76463
9048,-50,-3.4754922,168.73366
9049,-32,-0.98192483,17.56016
9050,-20,-0.84366524,52.82103
9051,-50,-4.209926,168.64294
9052,6,4.348104,313.6702
9053,-50,-2.6339598,168.5911
9054,10,4.1133604,436.39023
9055,-50,-3.0757446,168.55316
9056,-50,-4.167305,168.53691
9057,-50,-3.6420224,168.5166
9058,-18,-0.086802594,16.24988
9059,-34,0.12718035,42.59556
9060,-50,-2.748636,168.45674
9061,-50,-5.0109587,168.43604
9062,-50,-4.642634,168.41309
9063,-50,-3.9463305,168.38824
9064,-50,-3.2384648,168.3616
9065,-10,2.393286,117.249275
9066,-50,-4.0774035,168.31027
9067,-50,-1.8950771,168.28539
9068,-28,-1.8737465,29.23992
9069,-50,-3.3651063,168.23268
9070,-16,0.64516395,34.414444
9071,-34,-0.07435457,33.363186
9072,-28,1.2566661,36.3931
9073,-50,-4.778562,168.1409
9074,-50,-3.0882342,168.12025
9075,-6,2.383716,262.0507
9076,-50,-1.1861857,168.0816
9077,-26,-0.050481133,18.79177
9078,-46,-3.7154496,107.30349
9079,-50,-1.989385,168.02795
9080,-50,-3.0583856,168.0069
9081,-16,0.75973374,55.091274
9082,-24,-0.08829539,24.186352
9083,-20,-0.37195975,14.126779
9084,-50,-4.6032834,167.9303
9085,-24,-1.0534279,49.286938
9086,-24,1.088821,20.54678
9087,-50,-3.4210384,167.87518
9088,-20,0.3433797,24.45493
9089,-50,-4.5905495,167.83922
9090,-40,-3.5920935,147.92653
9091,-50,-3.6166055,167.79825
9092,-30,-0.11455929,9.970184
9093,-12,-1.5770711,71.52203
9094,-50,-1.5014546,167.7313
9095,-20,-1.1289488,42.13257
9096,-28,-0.041847423,14.296892
9097,-26,-0.31386358,21.208023
9098,-50,-3.478132,167.64458
9099,-28,0.5936578,47.516327
9100,-42,-2.012695,63.89971
9101,-50,-3.0973682,167.58592
9102,-50,-5.6088257,167.56485
9103,-50,-3.249167,167.54143
9104,-50,-4.8101554,167.51564
9105,-20,-0.70622087,16.256845
9106,-40,-2.6883528,147.59538
9107,-38,-2.042617,62.955612
9108,-18,-0.17100866,16.297346
9109,-18,-1.2079638,29.553307
9110,-50,-4.4187646,167.36145
9111,-50,-0.74270743,167.33614
9112,-12,0.5850884,32.554306
9113,-32,-3.2397327,84.89108
9114,-50,-3.9476821,167.2611
9115,-34,-1.0322448,19.24601
9116,-26,0.025525276,24.093237
9117,-24,-0.9907552,17.910389
9118,-22,-2.4188967,56.25378
9119,-24,-2.3646452,90.87839
9120,-50,-2.5703783,167.12222
9121,-28,-0.19076213,19.92346
9122,-8,1.2498753,43.877518
9123,-50,-5.175075,167.05655
9124,-34,-1.1953306,30.330713
9125,-42,-1.4402668,64.83662
9126,0,5.318999,209.72197
9127,-50,-4.290887,166.9792
9128,-12,1.3190218,64.47257
9129,-28,-1.9577377,40.1844
9130,-50,-1.5483584,166.93416
9131,-22,-1.9645449,28.194727
9132,-50,-5.03918,166.89911
9133,-50,-3.6365168,166.87932
9134,-50,-3.4678254,166.85692
9135,-50,-3.3218691,166.83234
9136,-36,-3.0420427,133.32657
9137,-32,0.71525806,44.874546
9138,-36,-1.3150694,41.38429
9139,-8,2.2780213,191.20744
9140,-10,1.7206668,47.838436
9141,-50,-5.617196,166.69762
9142,-50,-3.882616,166.68047
9143,-42,-2.8761284,82.13022
9144,-32,-0.75372607,28.96003
9145,-32,-3.1765718,71.64372
9146,-26,0.58251923,12.573348
9147,-50,-3.069637,166.57866
9148,-50,-4.8928356,166.5574
9149,-50,-3.5720136,166.53384
9150,-22,-0.94585216,18.015528
9151,-50,-6.1200423,166.48418
9152,-50,-4.8151846,166.45767
9153,-22,0.33085045,30.540648
9154,-50,-4.869534,166.40546
9155,-20,-3.0398564,79.90113
9156,-8,2.4906027,78.57353
9157,-50,-2.7666774,166.33063
9158,-18,-2.8393908,75.95533
9159,-32,-2.2436192,47.438198
9160,-12,0.13357031,17.585243
9161,-30,-0.9616678,16.719707
9162,-50,-4.222243,166.21759
9163,-34,0.033437923,35.80862
9164,-24,-0.21613267,20.034727
9165,-50,-4.964761,166.15613
9166,-50,-6.256796,166.13512
9167,-50,-3.7094061,166.1117
9168,-50,-3.6384706,166.0862
9169,-50,-5.0766954,166.05875
9170,-8,2.3994188,55.056347
9171,-8,3.4249234,147.2355
9172,-50,-4.691417,165.98758
9173,-42,-2.2966313,63.512486
9174,-28,-1.0722972,21.175037
9175,-50,-4.466364,165.92549
9176,-50,-6.186743,165.90276
9177,-12,2.6879172,111.72447
9178,-42,-2.5629237,63.449318
9179,-50,-3.6907609,165.83847
9180,-50,-4.8751016,165.8161
9181,-50,-6.043356,165.79144
9182,-26,-0.45193306,20.102833
9183,-38,-0.9898428,41.670944
9184,-34,-1.420978,17.354813
9185,-6,1.6157402,40.423744
9186,-34,-2.6993446,71.74471
9187,-50,-4.199725,165.6606
9188,-50,-6.4248037,165.63957
9189,-40,-3.25237,90.62745
9190,-8,2.5700495,75.40903
9191,-28,0.65213895,20.65157
9192,-50,-6.3301215,165.55554
9193,-50,-3.769291,165.5359
9194,-50,-2.7693696,165.51424
9195,-18,-0.7790553,30.032564
9196,-50,-3.1527052,165.467
9197,-50,-3.4753878,165.44171
9198,-2,2.6779628,65.75874
9199,-22,-0.46707597,16.299467
9200,-28,-0.0717962,13.99785
9201,-50,-4.8373594,165.35371
9202,-50,-5.633481,165.33266
9203,-50,-5.6427155,165.30936
9204,-50,-4.7636213,165.28416
9205,-50,-4.2515664,165.25702
9206,-50,-3.597895,165.22821
9207,-22,1.252179,26.653252
9208,-50,-4.4630065,165.17223
9209,-4,1.991509,94.88754
9210,-22,0.09159137,24.192385
9211,-50,-4.4440184,165.1031
9212,-12,0.8208011,26.899126
9213,-26,-1.0881902,15.57602
9214,-46,-3.1446183,117.67704
9215,-50,-4.714861,165.02356
9216,-50,-3.7520938,165.0012
9217,-16,0.47577754,26.876787
9218,-22,-1.9677246,21.757202
9219,-50,-5.44833,164.93402
9220,4,2.6179378,122.60154
9221,6,6.533005,360.48596
9222,-50,-6.0989428,164.88449
9223,-50,-5.4704547,164.87186
9224,-50,-5.2380795,164.85637
9225,-50,-5.871846,164.83789
9226,-18,-0.11765471,16.425493
9227,-50,-4.774079,164.79799
9228,-50,-4.5961666,164.77663
9229,-50,-5.296788,164.75253
9230,-50,-6.6054797,164.72693
9231,-50,-4.9270716,164.69962
9232,-50,-5.9979362,164.67041
9233,14,3.8391864,253.98279
9234,-6,1.8670398,88.69835
9235,-50,-5.629487,164.60115
9236,-50,-5.952046,164.58107
9237,-50,-6.1313453,164.55908
9238,-50,-5.861299,164.5348
9239,-50,-6.3735976,164.50893
9240,-50,-5.7231154,164.48074
9241,-50,-4.883874,164.45108
9242,-50,-5.1203494,164.42032
9243,-50,-5.639479,164.388
9244,-50,-4.2722135,164.35492
9245,-36,-0.34776533,42.72616
9246,-50,-5.4988,164.28963
9247,-50,-5.3498936,164.25705
9248,12,3.3323824,228.75737
9249,-50,-4.0497108,164.19832
9250,-50,-4.031786,164.17175
9251,-50,-5.173754,164.14328
9252,-50,-2.60019,164.11346
9253,-50,-2.6393292,164.08229
9254,-32,0.64691794,44.682438
9255,-50,-4.165821,164.02121
9256,-28,0.69140565,15.26421
9257,-50,-3.3606894,163.96506
9258,-18,1.3226442,66.45036
9259,-32,0.07769375,19.708601
9260,-50,-5.2690983,163.89223
9261,-34,0.19963045,41.78063
9262,-50,-3.9752688,163.84789
9263,-30,-0.5987951,14.493601
9264,10,4.2909846,285.40518
9265,14,4.150406,297.97064
9266,-10,2.3031235,59.852592
9267,-50,-3.5495167,163.78098
9268,-26,1.2766953,37.109158
9269,4,5.249559,120.73986
9270,-50,-3.8760097,163.7678
9271,-50,-4.8300037,163.76227
9272,-50,-5.1835318,163.7533
9273,-10,1.2489425,40.086536
9274,-14,0.98986405,47.051014
9275,-50,-4.4001007,163.72354
9276,-50,-4.8597827,163.7126
9277,-50,-3.15553,163.69786
9278,-50,-3.748512,163.68082
9279,-16,0.75858605,43.69036
9280,-50,-4.6185756,163.644
9281,-50,-4.4695783,163.62474
9282,-50,-4.905819,163.60294
9283,-50,-3.3857286,163.57863
9284,-50,-5.635945,163.55302
9285,-26,0.062413305,9.688589
9286,-16,0.336634,21.629023
9287,-50,-4.2516346,163.4788
9288,-50,-7.0852838,163.45476
9289,-50,-5.4279246,163.4285
9290,-32,-0.57079864,11.68301
9291,-26,-0.6773999,13.531317
9292,-34,0.16232975,41.69256
9293,-50,-3.8543515,163.33124
9294,-38,-1.4535811,46.152733
9295,-50,-2.9943037,163.28555
9296,-50,-2.5552778,163.26111
9297,-50,-3.3809721,163.23418
9298,-50,-0.7495348,163.2061
9299,12,3.9848046,360.5237
9300,-50,-4.1201224,163.15654
9301,-26,-0.9783651,19.675623
9302,-50,-3.5370238,163.11298
9303,-14,-0.39399123,16.611208
9304,-18,-0.7706427,14.669103
9305,12,3.2948222,473.90384
9306,-10,0.45064476,27.206308
9307,-18,0.15159588,20.209845
9308,-50,-6.1023774,163.02266
9309,-28,-0.416635,23.118162
9310,-50,-1.9075903,163.00102
9311,-50,-4.7886343,162.98737
9312,-50,-3.2609382,162.97084
9313,-50,-3.7720811,162.9514
9314,-50,-5.1743674,162.93002
9315,-50,-1.8801613,162.90599
9316,-48,-4.5327606,139.14865
9317,0,2.8424575,127.50254
9318,-4,4.0562677,172.24777
9319,-50,-3.2334993,162.81693
9320,-50,-1.2700031,162.79968
9321,-50,-2.7552555,162.77948
9322,-50,-1.9652712,162.75713
9323,-28,-1.9296334,42.812714
9324,-40,-2.2089376,61.18871
9325,-50,-5.941847,162.6848
9326,-50,-4.294889,162.659
9327,-50,-1.9113029,162.63168
9328,-24,-1.0845481,18.604979
9329,-28,-2.5992296,56.731133
9330,-40,-2.3503733,66.40338
9331,-30,0.1246632,10.64588
9332,-50,-4.459006,162.49677
9333,-36,-1.1800407,44.85402
9334,-50,-4.308232,162.44513
9335,14,2.7412171,317.4674
9336,-2,2.0794668,96.069786
9337,-24,-0.24756387,8.156284
9338,-50,-3.1918163,162.37463
9339,-50,-1.2265321,162.35954
9340,-50,-3.7803984,162.3415
9341,-50,-1.9051033,162.32098
9342,-50,-3.193747,162.29822
9343,-50,-2.6742058,162.27339
9344,-50,-1.9099545,162.24687
9345,-26,-1.5731163,22.492405
9346,-50,-3.2231886,162.19167
9347,-34,-1.5191995,36.293594
9348,-50,-5.2430334,162.13551
9349,-26,-0.4264232,10.340337
9350,-44,-2.445726,94.864494
9351,-36,-1.7288065,48.581898
9352,-50,-3.9010587,162.026
9353,-50,-4.4707365,161.99796
9354,-50,-3.6167927,161.96863
9355,-50,-5.141322,161.93803
9356,-26,-0.14055067,9.845501
9357,-26,0.73969245,16.72495
9358,-38,-2.85962,47.58522
9359,-50,-1.1746225,161.82716
9360,-44,-2.4048216,98.556015
9361,12,1.1670041,270.09573
9362,10,3.1663554,446.74133
9363,-28,-0.507752,19.21723
9364,12,5.419629,508.7083
9365,-50,-2.626463,161.73433
9366,-20,-0.6303855,18.860615
9367,-16,0.6563641,36.305893
9368,-50,-2.8205018,161.72003
9369,-50,-4.218686,161.71259
9370,-50,-4.6667414,161.70137
9371,-32,-0.61183107,15.312431
9372,-50,-2.3425887,161.67311
9373,-50,-2.880371,161.65627
9374,-50,-3.9820228,161.63695
9375,-50,-4.9325943,161.61536
9376,-50,-1.1601712,161.59169
9377,-50,-1.9134989,161.56607
9378,-24,-1.1931535,16.92347
9379,-50,-1.25863,161.51317
9380,-12,0.51725954,23.024408
9381,-50,-4.7615905,161.46176
9382,-40,-3.2055354,76.02301
9383,-28,-1.0909816,36.224556
9384,-34,-0.74290895,47.368893
9385,-50,-0.47219062,161.3605
9386,14,4.6980424,554.7618
9387,-50,-3.5586855,161.31961
9388,-50,-3.2347531,161.30147
9389,-50,-2.5818076,161.28134
9390,-50,-4.0813947,161.2588
9391,-50,-4.5155544,161.23416
9392,-50,-5.456411,161.20805
9393,-50,-2.6202965,161.18011
9394,-50,-0.40134183,161.15076
9395,-36,-1.306925,48.152103
9396,-50,-5.7487206,161.09094
9397,-50,-1.8958867,161.0606
9398,-6,0.9773766,56.39151
9399,-26,-0.7667753,19.235994
9400,-50,-3.543906,160.97804
9401,0,4.0992,174.31084
9402,-10,2.1536698,73.974144
9403,-36,-0.371746,32.076485
9404,-46,-3.3717766,115.6042
9405,12,1.9049134,196.4617
9406,-32,-0.14559868,39.44183
9407,-8,1.1607151,131.51682
9408,-50,-1.1630223,160.8566
9409,-4,2.6817,146.39922
9410,-50,-0.4277815,160.84203
9411,-50,-1.237508,160.83324
9412,-10,1.8184854,104.77487
9413,-50,-5.8152056,160.81285
9414,-26,0.29369205,11.032462
9415,-28,0.44663423,13.146115
9416,-24,-0.8295608,19.251171
9417,14,5.0467515,461.94684
9418,-50,-2.6227949,160.77289
9419,-22,-1.2529542,26.356216
9420,-18,-0.041383084,16.669134
9421,-26,-0.18761294,9.779202
9422,-10,2.3674505,84.34826
9423,-50,-3.692357,160.7501
9424,-50,-3.3419757,160.74408
9425,-24,-0.46346265,16.12892
9426,-50,-5.5264015,160.72449
9427,-50,-5.3262987,160.71169
9428,-18,0.11787102,20.493172
9429,-50,-3.4120843,160.6819
9430,-50,-2.4405134,160.66495
9431,-10,0.6578432,24.44764
9432,6,2.613578,184.99785
9433,-50,-1.9040114,160.61815
9434,-30,0.066524215,18.73061
9435,-50,-3.5378704,160.59222
9436,-50,-3.7789302,160.57695
9437,-40,-3.0170813,60.13179
9438,-50,-1.9167321,160.5401
9439,-50,-1.194153,160.5188
9440,-32,-0.1773184,36.5851
9441,-50,-1.8572289,160.47414
9442,-50,-2.94203,160.45078
9443,-50,-1.9270225,160.42535
9444,-28,-2.0277464,25.164091
9445,12,3.8325555,278.70544
9446,-6,1.7665138,56.724667
9447,-6,1.3784885,61.955196
9448,-28,-0.20009184,16.98885
9449,-46,-4.020119,112.391884
9450,-20,-0.9298824,18.590046
9451,-50,-2.484589,160.2968
9452,-50,-1.868651,160.28171
9453,-42,-1.6513543,75.55822
9454,-26,0.9717791,33.626247
9455,-50,-3.6322556,160.22891
9456,0,1.2059944,76.81795
9457,-18,-0.10342396,13.883415
9458,-50,-4.2108445,160.18362
9459,-50,-3.8949895,160.16756
9460,-24,-0.4676617,17.230946
9461,-34,-1.1100453,48.621918
9462,-50,-1.295219,160.11508
9463,-50,-1.6842252,160.09575
9464,-50,-3.1085799,160.07411
9465,-26,0.7807991,12.316602
9466,-32,-0.7082137,38.67538
9467,-50,-5.4233146,160.01047
9468,-50,-2.6100183,159.98862
9469,-32,-1.6561313,38.464855
9470,-38,-1.2512996,36.37065
9471,-16,-0.86164755,35.092354
9472,-50,-3.783082,159.89886
9473,-34,-0.6680126,38.780224
9474,-50,-5.1964965,159.85443
9475,-20,-0.34177318,13.870167
9476,-50,-1.2863393,159.8085
9477,-26,-0.39699447,13.040455
9478,-24,-0.4172066,16.419266
9479,4,3.2369087,137.71606
9480,-22,-0.589408,15.722272
9481,-44,-3.3353648,93.08326
9482,-30,0.27166668,39.07986
9483,-50,-5.5064387,159.68431
9484,-40,-2.826274,64.671814
9485,-26,-0.16415003,9.754433
9486,6,2.9935153,299.65768
9487,-50,-3.5000312,159.62416
9488,-50,-3.1699548,159.612
9489,-50,-3.4537706,159.59637
9490,-50,-5.02194,159.57869
9491,-16,0.53086585,22.347588
9492,-50,-4.384004,159.54071
9493,-44,-2.4353995,77.43617
9494,-50,-2.9699717,159.49898
9495,-22,-0.3025035,17.103977
9496,-50,-3.2965655,159.45454
9497,-26,-0.38158813,9.995139
9498,-50,-5.1444144,159.40952
9499,-50,-2.8974068,159.38573
9500,6,2.222402,123.147995
9501,-50,-3.9382308,159.34032
9502,-50,-5.2989526,159.3184
9503,-34,-0.50826955,38.575912
9504,-50,-4.608039,159.27147
9505,-50,-3.1595929,159.24666
9506,-50,-3.9062195,159.22037
9507,-26,-1.2711918,17.595968
9508,2,1.2621881,100.11935
9509,12,7.7884655,391.98367
9510,-16,-0.33126867,14.558866
9511,-30,-0.81674194,26.17587
9512,-42,-3.2364776,58.981884
9513,-50,-4.366158,159.09962
9514,-50,-4.100765,159.08484
9515,-50,-6.8909445,159.06644
9516,-50,-3.7264125,159.04623
9517,-50,-4.160069,159.0237
9518,-44,-6.1091623,150.53134
9519,-12,2.0308857,58.819626
9520,-14,1.1438478,60.373158
9521,-30,1.307493,51.35981
9522,-50,-2.4342601,158.91869
9523,-6,0.54402894,38.774853
9524,-50,-2.035563,158.88542
9525,0,1.0897549,68.54931
9526,-28,-0.53787595,21.312222
9527,-26,0.052581444,19.406815
9528,-30,-3.0648062,60.025776
9529,-50,-2.843526,158.81409
9530,-38,-2.1226056,48.616478
9531,-50,-4.0748453,158.78087
9532,-6,0.21683817,42.93746
9533,-50,-2.8133187,158.74341
9534,-50,-2.3952253,158.72333
9535,-24,0.26624683,31.617413
9536,-32,-0.8681298,38.218662
9537,-50,-6.747129,158.66318
9538,-50,-2.5872428,158.64232
9539,-50,-2.6526856,158.61923
9540,-2,1.4414612,126.73828
9541,-34,-1.1545943,19.192549
9542,-50,-3.0805395,158.55687
9543,-50,-3.6188817,158.53603
9544,-50,-1.9537659,158.51306
9545,-34,0.2777011,40.89683
9546,-50,-1.3420445,158.46619
9547,-50,-4.446159,158.44203
9548,-22,-2.9499485,80.5593
9549,-50,-2.8842497,158.39014
9550,12,4.3579607,367.2059
9551,-22,-0.041004255,19.77427
9552,-22,-0.5192106,17.090004
9553,-50,-1.9763184,158.31284
9554,-28,0.94651926,42.677525
9555,-50,-3.139745,158.27972
9556,-32,-2.8386364,37.47941
9557,-50,-3.265835,158.24365
9558,-16,-0.046105992,15.4424925
9559,-50,-7.389378,158.20477
9560,-26,0.078505844,19.46132
9561,-22,-1.0609415,25.6024
9562,-50,-3.8181665,158.14616
9563,-48,-4.8795786,133.26804
9564,-50,-3.6358647,158.10223
9565,-50,-1.9033885,158.07787
9566,-34,-1.8286889,39.63599
9567,-38,-0.9794197,44.663483
9568,-50,-4.9479394,158.00148
9569,12,3.8832066,205.77953
9570,12,10.734124,549.6845
9571,-50,-6.1080694,157.94704
9572,-50,-5.0356593,157.93472
9573,-50,-4.0393143,157.91974
9574,-50,-4.196977,157.90125
9575,-50,-3.5069735,157.88092
9576,-16,-0.3113565,14.524558
9577,-50,-3.671452,157.83798
9578,-12,1.0305202,69.146774
9579,-50,-2.0260208,157.79651
9580,-2,1.2183586,90.74756
9581,-50,-2.045869,157.75964
9582,-50,-5.264426,157.74092
9583,14,3.7700574,221.24367
9584,-50,-5.317444,157.70583
9585,-50,-3.7418907,157.68806
9586,-26,0.102494664,12.100163
9587,-50,-3.2134526,157.65073
9588,-50,-5.3104463,157.63063
9589,-50,-2.8090827,157.60826
9590,-50,-2.4692235,157.58394
9591,-36,-0.94887567,22.226059
9592,14,5.7918215,343.57
9593,-20,0.13109821,20.006037
9594,-50,-2.5685346,157.50372
9595,-40,-2.0508282,58.2109
9596,-34,-1.3730834,16.670815
9597,-22,-1.2348784,16.331642
9598,-36,-0.7418833,39.572067
9599,-50,-5.225233,157.42238
9600,-30,-0.16814062,36.675793
9601,-34,-1.5512418,18.888887
9602,-50,-3.485996,157.37259
9603,-40,-1.6600813,42.970333
9604,-8,1.7687498,35.68335
9605,-50,-4.6954064,157.32068
9606,-50,-4.2645216,157.3028
9607,-50,-4.8843875,157.2827
9608,-16,-0.42713666,15.401092
9609,-50,-2.594943,157.23944
9610,-50,-2.6685863,157.2165
9611,-50,-2.8580077,157.19177
9612,-50,-3.932473,157.16577
9613,-50,-5.1337514,157.13736
9614,-38,-2.5755463,31.893547
9615,-50,-2.8424098,157.07973
9616,-50,-4.3768353,157.05034
9617,-50,-3.6382186,157.01949
9618,-30,-3.8000288,86.94886
9619,-50,-3.6083543,156.9558
9620,-50,-2.6716876,156.92296
9621,-50,-3.4867325,156.88925
9622,-36,-0.27814996,37.950394
9623,14,6.1875505,498.06046
9624,-16,0.5889165,28.74127
9625,-4,1.1339562,53.736496
9626,12,4.007887,408.79214
9627,-50,-5.623367,156.76578
9628,-50,-3.9368765,156.75667
9629,-50,-4.9317484,156.7442
9630,-50,-4.7843585,156.72885
9631,-50,-3.888036,156.71089
9632,-24,-0.06442268,9.186489
9633,-32,-0.11165867,38.393623
9634,-26,-1.7539989,24.022642
9635,12,2.835541,498.09503
9636,-50,-2.9245503,156.6313
9637,-42,-2.4044187,58.83318
9638,-50,-0.9103837,156.609
9639,-18,0.30315644,21.070341
9640,-50,-1.8881074,156.58142
9641,-50,-4.205983,156.56557
9642,-50,-4.9241366,156.54771
9643,-8,0.42256445,28.472645
9644,-50,-3.1226552,156.50856
9645,-50,-5.0691457,156.48799
9646,-50,-3.78859,156.46548
9647,-50,-4.103316,156.44127
9648,-28,-0.86323506,12.45734
9649,-32,-4.063255,110.31525
9650,-50,-6.1175847,156.3653
9651,-50,-3.9855206,156.33818
9652,-16,0.95924735,36.72778
9653,-10,2.3394654,73.14191
9654,-36,-0.30040434,40.56566
9655,-48,-5.37326,124.869675
9656,-50,-3.585505,156.22594
9657,-50,-1.6020235,156.20354
9658,-46,-3.6787062,110.25339
9659,14,6.622976,499.1787
9660,-24,1.3986938,34.27949
9661,-50,-4.8529353,156.1271
9662,-16,-0.022017973,15.594109
9663,-50,-5.296709,156.09903
9664,-50,-3.6196747,156.08307
9665,-50,-3.5443282,156.06424
9666,-50,-2.363978,156.04338
9667,-20,1.4841797,59.253494
9668,-50,-5.710969,156.00111
9669,-44,-3.192433,75.19289
9670,-26,-0.031239407,8.267967
9671,-50,-3.1510177,155.93803
9672,-24,0.4629412,32.569828
9673,-50,-4.579378,155.89679
9674,-4,0.99986464,45.553505
9675,-50,-5.7536845,155.85686
9676,-50,-2.8530765,155.83612
9677,-40,-1.9384693,43.68132
9678,-10,1.4708884,35.536476
9679,-50,-3.670707,155.77248
9680,-50,-6.4352427,155.7514
9681,-50,-4.5367618,155.72833
9682,-26,-1.3154838,28.113352
9683,-28,2.007182,62.307735
9684,-50,-4.023657,155.65955
9685,-20,-0.09354686,16.121784
9686,-50,-3.4953918,155.6177
9687,-28,0.90891135,15.695374
9688,14,5.356993,390.80576
9689,-50,-5.724979,155.56673
9690,-50,-4.354314,155.5534
9691,-50,-5.1162972,155.53735
9692,-50,-4.1360254,155.5188
9693,-50,-3.422102,155.4979
9694,-50,-4.1496873,155.47495
9695,-28,-0.36433676,21.333391
9696,-2,3.5286844,341.49823
9697,-32,0.6011008,33.559376
9698,-50,-5.303614,155.40013
9699,-26,1.993322,29.795792
9700,-40,-3.9519458,136.3928
9701,-8,1.6755751,60.318447
9702,-50,-4.2207813,155.34569
9703,-22,-0.73225814,19.473576
9704,-38,-0.8134534,39.72953
9705,-50,-5.7794495,155.3028
9706,-34,0.2959389,40.40696
9707,-44,-2.2461312,75.35704
9708,-14,2.3054388,100.11841
9709,-24,0.8488113,33.502567
9710,-50,-5.510143,155.23431
9711,-50,-5.1459517,155.22142
9712,-24,-3.4270582,83.89189
9713,12,2.3036864,194.79813
9714,-30,0.31206536,12.086592
9715,-50,-4.156251,155.16737
9716,-50,-4.6056685,155.15407
9717,-24,-0.73399705,16.840244
9718,-50,-3.1234202,155.12297
9719,-38,-0.90331453,44.006935
9720,-26,0.26465306,15.569381
9721,-50,-5.8642707,155.07353
9722,-50,-6.1292124,155.05606
9723,-50,-4.3800893,155.03609
9724,-50,-6.4505424,155.01414
9725,-50,-5.481534,154.99019
9726,-50,-3.8444598,154.96451
9727,-8,0.5188003,32.15654
9728,-26,-0.889813,10.99442
9729,-50,-1.6197586,154.89175
9730,-28,-0.14790586,20.685139
9731,14,4.64687,601.1828
9732,-50,-3.197141,154.8353
