num_episode,loss,td_error,reward_avg
55,11.616259788870812,1.0964478039741516,0.83
56,11.105552274733782,1.066788362711668,0.81
57,11.205123366564512,0.9982171215116977,-0.86
58,11.170166329592467,1.0290065574645997,0.82
59,17.767881774157285,1.2312549063563347,0.62
60,15.173525841832161,1.1839163187146187,0.44
61,18.481140849888323,1.2894329768419266,0.61
62,16.3780783970654,1.125230235159397,0.82
63,8.513685359433293,0.8790548999607563,0.81
64,14.248722577914595,1.0172234025597573,0.82
65,16.323654050156474,1.1130038467049599,0.59
66,11.799843461811543,0.9354543033242225,0.83
67,14.384503935873509,1.0403165924549103,-0.39
68,15.403665074706078,1.0775056478381158,0.82
69,13.919880070239305,0.9535735146701336,0.6
70,12.766643681079149,0.9211180154979229,0.63
71,19.102396769821645,1.152915077060461,0.82
72,21.268642893061042,1.187868076711893,0.46
73,13.704002119079233,0.9342915366590023,0.82
74,13.344532724544406,0.9912902563810349,1.0
75,15.37002196714282,0.959769052118063,0.81
76,14.953251638188958,0.9551190169155598,0.81
77,16.695286323204638,1.0297517836093903,0.26
78,15.2591324082762,0.9591096331179142,0.06
79,18.673834238871933,1.108119609206915,0.15
80,13.907469007298351,1.0109018363058566,0.19
81,15.281383697688579,0.9476046854257584,0.83
82,16.782010123170913,1.0923743310570717,0.05
83,17.62226265668869,1.0345850786566735,0.28
84,11.686951908804476,0.8219238763302564,0.81
85,15.734010502547026,0.9880959978699684,0.6
86,12.308015729188918,0.8486390198767185,0.25
87,18.29404041826725,1.0144275924563408,0.82
88,20.12406101025641,1.0240957096219063,0.29
89,18.09621605500579,1.063896027058363,0.4
90,18.35298333466053,1.004889938533306,1.0
91,19.605618178769944,1.0753283274173737,0.73
92,19.263704203516244,1.1011015626788139,1.0
93,19.629259020239115,1.0621105256676673,0.62
94,16.48285112671554,0.9943893672525883,-0.02
95,15.043178271129728,0.9116425419598818,0.83
96,19.060876027196645,1.0969702465832234,0.82
97,23.666979455389082,1.1110565251111983,0.81
98,20.183042833954097,1.0979669576883315,0.82
99,15.853899873271585,0.920861320272088,0.8
100,23.83112241316587,1.1857715536653997,0.82
101,19.082021249979736,1.0204412484169005,1.0
102,16.96158150404692,0.993140676021576,0.25
103,23.3845408719033,1.1439761555194854,0.24
104,20.86979445554316,1.0670661427080632,0.81
105,21.337746637687086,1.1010171593725682,0.83
106,17.481866674348712,0.9506919059157372,0.29
107,19.534782597646117,1.0591080279648304,0.81
108,18.379614025279878,0.9880716805160046,0.27
109,18.951389669850467,1.1347551553696393,-0.14
110,22.370519287772478,1.1402515693008899,0.79
111,22.546739547289906,1.1509521712362767,0.82
112,21.443592399954795,1.1301804352551699,0.28
113,12.953650304861366,0.8800494650751353,0.23
114,16.816757225412875,0.9638264963030815,0.27
115,18.048350556977095,0.9950198540091515,0.62
116,13.821882756017148,0.938738429620862,0.81
117,13.004402470812202,0.8768544717133046,0.44
118,18.802874178513886,1.0823970110714436,0.79
119,15.093108154013754,0.9161531084775925,0.61
120,16.332338523231446,0.9162793056666851,0.79
121,23.98468199454248,1.2688624015450478,0.8
122,18.802766488268972,1.0517349464446306,0.82
123,20.114082245379688,1.057459442317486,0.26
124,18.641753823906182,1.0781071370840072,0.14
125,17.59122706376016,0.9798718100786209,0.45
126,18.711517297253014,1.0619093456864357,0.82
127,15.910183605477213,1.0018682412803173,0.8
128,16.987590700611474,0.9349333882331848,0.82
129,18.23321371834725,1.1043474377691747,0.26
130,14.858839595802129,0.895057945549488,0.81
131,20.004559920802713,1.0536593900620936,0.78
132,18.091366237252952,0.9514731675386429,0.11
133,22.123522504717112,1.079301549345255,0.78
134,13.875635116249322,0.8236796173453331,0.42
135,18.71212768383324,1.012623646259308,0.07
136,17.698106896579265,0.886632786244154,0.25
137,15.398578453063966,0.9168217638134957,0.63
138,18.83900996543467,1.0215846525132657,0.83
139,16.49166987001896,0.8749110870063305,0.82
140,19.949181861393154,0.9847045308351516,0.62
141,18.495840467587115,0.9614324826002121,0.43
142,16.898161331862212,0.9510649168491363,-0.03
143,18.149679900184275,1.0621424336731433,0.09
144,21.659039550200106,1.0421427485346795,0.1
145,21.553206156343222,1.022138727158308,0.46
146,15.942728880941868,0.9401598910987378,0.41
147,16.989318677559496,0.9572764332592487,0.82
148,25.191358203329145,1.2199095137417317,0.6
149,14.805615504831076,0.9182032254338265,0.81
150,20.65436317164451,1.1634259989857674,0.25
151,20.89094534225762,1.123999946117401,0.8
152,21.104258266612888,1.0685861459374428,0.81
153,22.56891902178526,1.1580422209203243,0.62
154,17.85392190128565,0.9142619007825852,0.81
155,18.045341727212072,0.9645025715231895,0.83
156,18.356692203953862,0.9749911926686764,0.28
157,16.856928364932536,0.9859413190186024,0.41
158,13.936312449127435,0.8699766464531422,0.44
159,20.657152507007122,1.0295476502180099,0.81
160,20.713904656022788,1.0898552519083022,-0.5
161,19.97623675622046,1.0656698094308377,0.44
162,19.42104389332235,1.0443133939802647,0.06
163,19.066316074058413,1.047649516761303,0.62
164,22.17659444473684,1.144005627334118,0.07
165,23.374540659040214,1.172708010673523,0.61
166,18.35675616711378,1.0574440011382102,0.43
167,19.08031138420105,1.0524864357709884,0.8
168,15.060664427876473,0.8780816642940045,0.14
169,22.96401562795043,1.1282473367452621,0.27
170,24.84835769958794,1.2558466140925884,0.47
171,15.87456104055047,0.92932855412364,-0.09
172,25.30327086851001,1.2318202374875546,0.14
173,19.332766394093632,0.9839168862998485,0.82
174,17.307056143209337,0.9531255340576172,0.45
175,16.43923700772226,0.9318613679707051,0.29
176,15.013903453424573,0.9242060066759586,0.82
177,16.53014015518129,1.0092665603756905,0.63
178,18.276956964433193,1.0707417441904545,0.25
179,22.681405792981387,1.1864887692034245,0.01
180,12.48638319503516,0.8323250557482242,0.77
181,16.04769884057343,0.9741718159615993,0.63
182,14.582845010831953,0.9001159277558327,0.62
183,18.817757607400416,1.0167690201103687,0.81
184,20.768860749676822,1.0658961321413516,0.79
185,24.063673419430852,1.1883394807577132,0.44
186,18.23528256714344,1.081330982297659,0.62
187,19.386741606667638,1.0459364867210388,0.27
188,12.97044320192188,0.8268138210475445,-0.1
189,24.103151281401516,1.1957631385326386,0.61
190,15.56644762918353,0.9611341921985149,0.6
191,20.088013344556092,1.0934668010473252,0.82
192,17.080159633532165,0.9536520138382911,1.0
193,22.150470963940023,1.0448563984036445,0.79
194,15.664056174531579,0.9931567798554898,0.62
195,17.608195585384966,1.0028446719050408,-0.04
196,16.1116771338135,0.9029862071573734,0.41
197,13.778078188672662,0.8232802644371986,0.6
198,19.375329803265632,1.0307551426440478,0.08
199,20.927195949554445,1.104708866328001,0.45
200,16.6857412815094,0.9820796604454517,0.82
201,13.55460241883993,0.8572406866401434,0.29
202,14.270698127746583,0.8700379744917154,0.33
203,18.795916788838802,0.9840229845046997,0.82
204,22.95698652714491,1.1178265370428562,-0.23
205,22.976647405922414,1.2034423230588436,0.29
206,17.24648586727679,0.9941985867917538,0.82
207,14.737281312644482,0.9196678161621094,0.63
208,20.865147831216454,1.1339965677261352,0.28
209,11.361078866198659,0.8461005665361881,0.82
210,17.718742824047805,1.0278803381323813,0.11
211,17.507824493199585,1.006015533208847,0.12
212,13.975009764507412,0.8603186839818955,0.79
213,21.39404953636229,1.0714624416828156,0.64
214,17.43622602276504,0.9687263372540474,0.83
215,16.493906986303628,0.9781662498414516,0.6
216,22.556263709813358,1.1776285001635551,-0.08
217,21.15242162257433,1.1794762688875198,0.6
218,20.203064133748413,1.0784614343941212,1.0
219,21.453106773868203,1.1260375386476518,0.63
220,11.691373544931412,0.8456349091231823,0.82
221,16.466133349388837,0.9847566944360733,0.82
222,25.089531050026416,1.2906420245766639,0.6
223,14.34133415557444,0.9126563331484795,0.26
224,14.932633103206754,0.8816865207254887,0.82
225,15.213125419691204,0.9005711524188519,0.21
226,23.965445962622763,1.2551728861033917,0.44
227,17.21768580392003,0.985834891051054,0.79
228,19.037916138917208,1.0721010975539684,0.63
229,20.770424763560296,1.0827962474524975,0.63
230,19.334548410773277,1.1025292363762855,0.06
231,18.844638420194386,1.0463615763187408,0.08
232,15.040113554820419,0.923833126872778,0.01
233,11.900792798772454,0.8653215557336807,0.8
234,21.722961685657502,1.1396167100965977,0.79
235,16.38819041840732,0.9566060438752174,0.22
236,19.674380214959385,1.040795702636242,0.82
237,21.15517613016069,1.1505999094247819,0.25
238,21.018048042729497,1.047397695183754,0.65
239,18.998335944861175,1.0174013705551623,0.78
240,20.408920721784234,1.0916001994907856,0.62
241,19.96641352787614,1.0882370978593827,0.07
242,14.23760700531304,0.9162707455456257,0.09
243,20.525818261429666,1.1428224748373033,0.82
244,14.06299207314849,0.9421292646229267,0.81
245,14.939682305455207,0.957530425041914,0.14
246,15.27281597390771,0.9854655608534812,0.13
247,16.649819692224263,1.021166902333498,0.6
248,25.870299430638553,1.2674978223443032,0.82
249,22.12971327871084,1.181750525832176,0.24
250,21.828073208853603,1.1524545614421369,0.26
251,18.8352253895998,1.0750861273705958,0.26
252,20.635630383342505,1.0534321585297584,0.45
253,22.466802233681083,1.1388546711206435,-0.07
254,21.25781019844115,1.100709357857704,0.23
255,20.975327031612395,1.0715077766776084,0.09
256,24.58066323310137,1.2520720447599887,0.8
257,14.947405193522572,0.9652299344539642,0.13
258,13.565606424733996,0.9162564355134964,0.62
259,18.1272019379586,1.012094516903162,0.63
260,16.256351331919433,0.9968416878581047,0.41
261,23.869042064100505,1.1794866190850735,0.44
262,14.932809632271528,0.9297225688397884,0.27
263,18.723876219540834,1.0728165279328823,-0.23
264,20.392699586004017,1.0757486779242753,0.61
265,16.76218160316348,0.9564010974764824,0.8
266,20.032470080927013,1.1051030412316323,0.81
267,26.659147282913327,1.2886855193972588,-0.01
268,19.611241042613983,1.0645886200666428,0.83
269,17.520817847847937,1.0117434604465962,0.63
270,16.32473287947476,0.9118601767718792,0.59
271,17.521192141100766,0.9304820980131626,0.14
272,23.181785298213363,1.2045281916856765,0.3
273,15.969065495431423,0.9037225596606732,0.64
274,15.282755851447583,0.979074383676052,-0.07
275,11.090365943610669,0.7557699193060398,0.53
276,24.03836416725069,1.2080266842246055,0.63
277,19.338453756049276,1.015702955275774,0.81
278,18.621299132630227,0.9945310309529305,0.78
279,14.881051688492299,0.8724098993837833,0.8
280,17.486372787132858,0.9993564239889383,0.74
281,13.83428240597248,0.8623833751678467,0.29
282,17.368973138034345,0.9726576955616474,0.09
283,20.6713545563817,1.066801766231656,0.35
284,15.838307429477572,0.9495792758464813,0.22
285,22.64515339627862,1.0950412312150002,-0.05
286,22.6413942630589,1.1463401417434216,0.23
287,20.380084540098906,1.0476425196230412,0.45
288,15.840729424282909,0.9295826169848442,0.51
289,21.150530866980553,1.0800761245191097,1.0
290,18.766270264536143,1.011019594669342,0.44
291,16.505428645163775,0.9219819403439761,0.1
292,15.550842858180404,0.8984256933629513,0.08
293,15.823517323434352,0.9460895901918411,0.64
294,20.94270405821502,1.1279944306612015,0.61
295,17.29262267358601,0.9625986751914024,0.44
296,21.550487632527947,1.1145857435464859,0.63
297,15.692615299075841,0.916383710950613,0.63
298,22.39955185316503,1.1883661416172981,0.26
299,16.062260124385357,0.9321943771094083,-0.27
300,22.27627519659698,1.214486265182495,0.46
